-0.072012000000000007, 0.14877699999999999, -0.03576 / -0.18703617524453867, 0.027746645014645691
-0.055288999999999998, 0.16093299999999999, 0.003284 / -0.16306065293637451, 0.0068422665735641498
-0.050393, 0.085761000000000004, 0.046101999999999997 / -0.097565435759453395, 0.055605653480155157
-0.029517000000000002, 0.17573800000000001, -0.005254 / -0.13508764436312745, 0.0056163996162120599
0.017485000000000001, 0.085207000000000005, 0.050785999999999998 / -0.10060508898820288, 0.035249548597174579
0.022998000000000001, 0.12311900000000001, -0.00038000000000000002 / -0.13258239979393521, 0.032799633473385062
0.000115, 0.110154, -0.020161999999999999 / -0.14582527106215551, 0.046906531935792951
-0.018141999999999998, 0.159077, -0.009325 / -0.15925941840946881, 0.014073638218520642
-0.030093999999999999, 0.067301, -0.027969999999999998 / -0.14535478914671909, 0.075342652178054512
-0.014088, 0.062639, -0.036940000000000001 / -0.14473597962232709, 0.080995151675552435
-0.057468999999999999, 0.041348000000000003, 0.046192999999999998 / -0.091973454996570739, 0.079701799236733081
-0.033651, 0.085643999999999998, -0.024757000000000001 / -0.15009791845428755, 0.063036493916029446
-0.077268000000000003, 0.15556300000000001, -0.011897 / -0.1764840061411537, 0.015092116251634376
-0.069182999999999995, 0.153837, -0.04956 / -0.19519570632793054, 0.0290146917335244
-0.061866999999999998, 0.112377, 0.036729999999999999 / -0.11692808798367303, 0.037517975034182457
-0.010363000000000001, 0.180289, -0.027734000000000002 / -0.17381892422897074, 0.0073316192254062433
-0.027674000000000001, 0.086865999999999999, -0.036186999999999997 / -0.15505815067048201, 0.066189263031131498
0.038510999999999997, 0.058328999999999999, 0.031423 / -0.079852485567421305, 0.068816124363428155
-0.055127000000000002, 0.047834000000000002, 0.040050000000000002 / -0.10076457868594338, 0.064139925717964896
0.022041999999999999, 0.12426, 0.00070100000000000002 / -0.13279279324519463, 0.031727921345417499
-0.045598, 0.169625, -0.0024190000000000001 / -0.16599789748654101, 0.0037758746906663187
-0.082460000000000006, 0.108623, 0.027619000000000001 / -0.13971471133579863, 0.030441540774155493
-0.084040000000000004, 0.13237599999999999, -0.001828 / -0.16537658880845521, 0.025862004664948215
-0.024774000000000001, 0.180145, -0.0095680000000000001 / -0.16665159183801567, 0.023029952589076329
-0.049862999999999998, 0.054274999999999997, 0.015633999999999999 / -0.12113308861448732, 0.069020622839889231
-0.021881000000000001, 0.107267, -0.022086999999999999 / -0.15195455889425538, 0.048967190923397526
0.038710000000000001, 0.105846, 2.1999999999999999e-05 / -0.12347568459261611, 0.043012259229649345
-0.053061999999999998, 0.062559000000000003, 0.030762999999999999 / -0.11577643391750291, 0.058873230832572405
-0.045635000000000002, 0.123874, 0.025083999999999999 / -0.1175203195427181, 0.035126511010023634
-0.062003000000000003, 0.15489900000000001, 0.0042050000000000004 / -0.16260921213310855, 0.0098807998245535808
-0.026875, 0.105825, -0.022447999999999999 / -0.15306803532880792, 0.049880685212658392
-0.048480000000000002, 0.117974, 0.031095000000000001 / -0.11340986166615122, 0.03020022887298042
0.001493, 0.10027700000000001, 0.046986 / -0.11101913964659252, 0.047303640360487925
-0.068376999999999993, 0.17652200000000001, -0.058018 / -0.18635647258188137, 0.021332064805861931
